bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	6147464	6147464	5860983	0.523456725275
chr1	6147464	6147464	12012241	5864777	5860984	0.485849850438
chr1	12012241	12012241	18201807	6189566	5860983	0.476037146136
chr1	18201807	18201807	24071508	5869701	5860984	0.478795775527
chr1	24071508	24071508	29955213	5883705	5860983	0.473644790604
chr1	29955213	29955213	35829684	5874471	5860984	0.464332967228
chr1	35829684	35829684	41703499	5873815	5860983	0.456895235245
chr1	41703499	41703499	47584936	5881437	5860984	0.452470560351
chr1	47584936	47584936	53460489	5875553	5860983	0.414809664789
chr1	53460489	53460489	59334118	5873629	5860984	0.432969827352
chr1	59334118	59334118	65207505	5873387	5860983	0.401329794434
chr1	65207505	65207505	71091321	5883816	5860984	0.385380377163
chr1	71091321	71091321	76971269	5879948	5860983	0.364169763348
chr1	76971269	76971269	82851101	5879832	5860984	0.368717892376
chr1	82851101	82851101	88741493	5890392	5860983	0.381673110491
chr1	88741493	88741493	94620668	5879175	5860984	0.397249649058
chr1	94620668	94620668	100493573	5872905	5860983	0.375592189694
chr1	100493573	100493573	106546077	6052504	5860984	0.357419551101
chr1	106546077	106546077	112495486	5949409	5860983	0.409870153533
chr1	112495486	112495486	118376926	5881440	5860984	0.417344419957
chr1	118376926	118376926	124371560	5994634	5860984	0.398463955243
chr1	124371560	124371560	130232543	5860983	5860983	0.0
chr1	130232543	130232543	136093527	5860984	5860984	0.0
chr1	136093527	136093527	141954510	5860983	5860983	0.0
chr1	141954510	141954510	148995200	7040690	5860984	0.415335613453
chr1	148995200	148995200	155036138	6040938	5860983	0.444390873467
chr1	155036138	155036138	160919179	5883041	5860984	0.438638303341
chr1	160919179	160919179	166844137	5924958	5860983	0.409208163431
chr1	166844137	166844137	172716371	5872234	5860984	0.394470692254
chr1	172716371	172716371	178605404	5889033	5860983	0.400241465707
chr1	178605404	178605404	184481167	5875763	5860984	0.414225211526
chr1	184481167	184481167	190366249	5885082	5860983	0.358868454554
chr1	190366249	190366249	196245476	5879227	5860984	0.349917990947
chr1	196245476	196245476	202130831	5885355	5860983	0.396446468753
chr1	202130831	202130831	208024541	5893710	5860984	0.452474314015
chr1	208024541	208024541	213895968	5871427	5860983	0.420132816049
chr1	213895968	213895968	219768560	5872592	5860984	0.380618854292
chr1	219768560	219768560	225654966	5886406	5860983	0.408981003384
chr1	225654966	225654966	231560082	5905116	5860984	0.451514770746
chr1	231560082	231560082	237435500	5875418	5860983	0.420934799551
chr1	237435500	237435500	243316704	5881204	5860984	0.390455461006
chr1	243316704	243316704	249250621	5933917	5860984	0.412077552885
chr2	0	249250621	5916685	5916685	5877817	0.435056656719
chr2	5916685	255167306	11802250	5885565	5877817	0.436977949618
chr2	11802250	261052871	17694624	5892374	5877818	0.397779944324
chr2	17694624	266945245	23603528	5908904	5877817	0.404110466755
chr2	23603528	272854149	29486911	5883383	5877817	0.446446900891
chr2	29486911	278737532	35377271	5890360	5877818	0.406249028664
chr2	35377271	284627892	41265954	5888683	5877817	0.389684454169
chr2	41265954	290516575	47159658	5893704	5877817	0.420770394723
chr2	47159658	296410279	53043815	5884157	5877818	0.384455280695
chr2	53043815	302294436	58936879	5893064	5877817	0.380049027111
chr2	58936879	308187500	64826356	5889477	5877817	0.400812873261
chr2	64826356	314076977	70714886	5888530	5877818	0.41038004039
chr2	70714886	319965507	76630068	5915182	5877817	0.425779316417
chr2	76630068	325880689	82525896	5895828	5877817	0.364577845698
