bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	1019376	1019376	783953	0.472588313874
chr1	1019376	1019376	1827710	808334	783953	0.567196066982
chr1	1827710	1827710	2631184	803474	783953	0.586301270978
chr1	2631184	2631184	3419371	788187	783953	0.571210083055
chr1	3419371	3419371	4205128	785757	783954	0.542331292203
chr1	4205128	4205128	4989358	784230	783953	0.477272031746
chr1	4989358	4989358	5773763	784405	783953	0.456784551897
chr1	5773763	5773763	6558567	784804	783953	0.540285115048
chr1	6558567	6558567	7343410	784843	783953	0.471347845753
chr1	7343410	7343410	8127841	784431	783954	0.479375548963
chr1	8127841	8127841	8912245	784404	783953	0.440200610398
chr1	8912245	8912245	9696614	784369	783953	0.502402562053
chr1	9696614	9696614	10480576	783962	783953	0.4630531504
chr1	10480576	10480576	11265314	784738	783953	0.499169151566
chr1	11265314	11265314	12049572	784258	783954	0.509607783133
chr1	12049572	12049572	12833787	784215	783953	0.469150758017
chr1	12833787	12833787	13909127	1075340	783953	0.463258931937
chr1	13909127	13909127	14694348	785221	783953	0.429286966887
chr1	14694348	14694348	15479000	784652	783953	0.4741083331
chr1	15479000	15479000	16263147	784147	783954	0.477470480738
chr1	16263147	16263147	17074491	811344	783953	0.50063721273
chr1	17074491	17074491	17865827	791336	783953	0.499993255438
chr1	17865827	17865827	18649898	784071	783953	0.503263089024
chr1	18649898	18649898	19433985	784087	783954	0.497548109972
chr1	19433985	19433985	20218587	784602	783953	0.471379192561
chr1	20218587	20218587	21002728	784141	783953	0.474980966482
chr1	21002728	21002728	21789397	786669	783953	0.442981881879
chr1	21789397	21789397	22578011	788614	783953	0.501487415929
chr1	22578011	22578011	23362094	784083	783954	0.49274887289
chr1	23362094	23362094	24146170	784076	783953	0.463316149669
chr1	24146170	24146170	24931119	784949	783953	0.465770474845
chr1	24931119	24931119	25729868	798749	783953	0.471587516009
chr1	25729868	25729868	26516622	786754	783953	0.482538423603
chr1	26516622	26516622	27302104	785482	783954	0.483951296271
chr1	27302104	27302104	28086874	784770	783953	0.494640481567
chr1	28086874	28086874	28871905	785031	783953	0.449097044328
chr1	28871905	28871905	29656183	784278	783953	0.46410975672
chr1	29656183	29656183	30440756	784573	783953	0.479812472915
chr1	30440756	30440756	31228302	787546	783954	0.479879321641
chr1	31228302	31228302	32012954	784652	783953	0.465075052189
chr1	32012954	32012954	32797267	784313	783953	0.484583362552
chr1	32797267	32797267	33582569	785302	783953	0.470270111957
chr1	33582569	33582569	34367444	784875	783954	0.457500984231
chr1	34367444	34367444	35156976	789532	783953	0.443495783589
chr1	35156976	35156976	35941677	784701	783953	0.434558042979
chr1	35941677	35941677	36725737	784060	783953	0.446361384686
chr1	36725737	36725737	37509915	784178	783953	0.489496034074
chr1	37509915	37509915	38294351	784436	783954	0.473389866376
chr1	38294351	38294351	39078531	784180	783953	0.460426278593
chr1	39078531	39078531	39863443	784912	783953	0.439832898891
chr1	39863443	39863443	40654862	791419	783953	0.461841421949
chr1	40654862	40654862	41441646	786784	783953	0.449302605791
chr1	41441646	41441646	42226135	784489	783954	0.468967776558
chr1	42226135	42226135	43014397	788262	783953	0.418572965402
chr1	43014397	43014397	43799701	785304	783953	0.450328916371
chr1	43799701	43799701	44583911	784210	783953	0.481343055194
chr1	44583911	44583911	45368163	784252	783953	0.469752146626
chr1	45368163	45368163	46153493	785330	783954	0.430989696078
chr1	46153493	46153493	46939936	786443	783953	0.446880582876
chr1	46939936	46939936	47734698	794762	783953	0.44077864624
chr1	47734698	47734698	48519332	784634	783953	0.470118628256
chr1	48519332	48519332	49307121	787789	783954	0.416007545148
chr1	49307121	49307121	50094653	787532	783953	0.384559904715
chr1	50094653	50094653	50881815	787162	783953	0.393271287813
chr1	50881815	50881815	51667016	785201	783953	0.390353832066
chr1	51667016	51667016	52451447	784431	783953	0.413691162916
chr1	52451447	52451447	53236360	784913	783954	0.42525751196
chr1	53236360	53236360	54020930	784570	783953	0.468881122446
chr1	54020930	54020930	54805214	784284	783953	0.466610394677
chr1	54805214	54805214	55589792	784578	783953	0.481421907262
chr1	55589792	55589792	56374187	784395	783953	0.408039551401
chr1	56374187	56374187	57161961	787774	783954	0.402674110407
chr1	57161961	57161961	57946136	784175	783953	0.40694129004
chr1	57946136	57946136	58732645	786509	783953	0.407981579406
chr1	58732645	58732645	59521311	788666	783953	0.418277399362
chr1	59521311	59521311	60307876	786565	783953	0.403669363195
chr1	60307876	60307876	61094787	786911	783954	0.378498004227
chr1	61094787	61094787	61879960	785173	783953	0.398486961505
chr1	61879960	61879960	62664404	784444	783953	0.40915499601
chr1	62664404	62664404	63448876	784472	783953	0.401820837912
chr1	63448876	63448876	64235117	786241	783954	0.400986717847
chr1	64235117	64235117	65020850	785733	783953	0.409080669691
chr1	65020850	65020850	65805386	784536	783953	0.412115155671
