bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	3213585	3213585	2930491	0.545511749785
chr1	3213585	3213585	6147464	2933879	2930492	0.49966072544
chr1	6147464	6147464	9080305	2932841	2930492	0.478047069004
chr1	9080305	9080305	12012241	2931936	2930492	0.493654708933
chr1	12012241	12012241	15236348	3224107	2930491	0.455710425782
chr1	15236348	15236348	18201807	2965459	2930492	0.49712138149
chr1	18201807	18201807	21133427	2931620	2930492	0.482824525126
chr1	21133427	21133427	24071508	2938081	2930492	0.474775559438
chr1	24071508	24071508	27021562	2950054	2930491	0.475174369571
chr1	27021562	27021562	29955213	2933651	2930492	0.472064794903
chr1	29955213	29955213	32890595	2935382	2930492	0.477306843807
chr1	32890595	32890595	35829684	2939089	2930492	0.451697140374
chr1	35829684	35829684	38761059	2931375	2930491	0.469056692469
chr1	38761059	38761059	41703499	2942440	2930492	0.444779540259
chr1	41703499	41703499	44640018	2936519	2930492	0.45840400937
chr1	44640018	44640018	47584936	2944918	2930492	0.446553726417
chr1	47584936	47584936	50526901	2941965	2930491	0.417316713614
chr1	50526901	50526901	53460489	2933588	2930492	0.412295515052
chr1	53460489	53460489	56392853	2932364	2930492	0.458366725027
chr1	56392853	56392853	59334118	2941265	2930492	0.407649492549
chr1	59334118	59334118	62272273	2938155	2930492	0.398101258714
chr1	62272273	62272273	65207505	2935232	2930491	0.404561612464
chr1	65207505	65207505	68150844	2943339	2930492	0.392830120601
chr1	68150844	68150844	71091321	2940477	2930492	0.377923120689
chr1	71091321	71091321	74032397	2941076	2930492	0.356451614
chr1	74032397	74032397	76971269	2938872	2930491	0.371893793337
chr1	76971269	76971269	79909693	2938424	2930492	0.376883746604
chr1	79909693	79909693	82851101	2941408	2930492	0.360560411503
chr1	82851101	82851101	85793966	2942865	2930492	0.378970235488
chr1	85793966	85793966	88741493	2947527	2930491	0.384371451477
chr1	88741493	88741493	91682604	2941111	2930492	0.390086338063
chr1	91682604	91682604	94620668	2938064	2930492	0.404420118541
chr1	94620668	94620668	97557170	2936502	2930492	0.387044253984
chr1	97557170	97557170	100493573	2936403	2930491	0.364139483484
chr1	100493573	100493573	103428217	2934644	2930492	0.367882190901
chr1	103428217	103428217	106546077	3117860	2930492	0.347410998278
chr1	106546077	106546077	109555791	3009714	2930492	0.378301806549
chr1	109555791	109555791	112495486	2939695	2930491	0.442190470651
chr1	112495486	112495486	115438591	2943105	2930492	0.41656453537
chr1	115438591	115438591	118376926	2938335	2930492	0.418125626843
chr1	118376926	118376926	121407688	3030762	2930492	0.397699702271
chr1	121407688	121407688	124371560	2963872	2930492	0.426292975935
chr1	124371560	124371560	127302051	2930491	2930491	0.0
chr1	127302051	127302051	130232543	2930492	2930492	0.0
chr1	130232543	130232543	133163035	2930492	2930492	0.0
chr1	133163035	133163035	136093527	2930492	2930492	0.0
chr1	136093527	136093527	139024018	2930491	2930491	0.0
chr1	139024018	139024018	141954510	2930492	2930492	0.0
chr1	141954510	141954510	145243221	3288711	2930492	0.408386705615
chr1	145243221	145243221	148995200	3751979	2930492	0.419572190182
chr1	148995200	148995200	152094998	3099798	2930491	0.440463207193
chr1	152094998	152094998	155036138	2941140	2930492	0.448450975845
chr1	155036138	155036138	157979119	2942981	2930492	0.46454294843
chr1	157979119	157979119	160919179	2940060	2930492	0.412707963301
chr1	160919179	160919179	163903727	2984548	2930491	0.413509239249
chr1	163903727	163903727	166844137	2940410	2930492	0.404842246597
chr1	166844137	166844137	169779056	2934919	2930492	0.404497429403
chr1	169779056	169779056	172716371	2937315	2930492	0.384451865427
chr1	172716371	172716371	175664918	2948547	2930491	0.398872801503
chr1	175664918	175664918	178605404	2940486	2930492	0.401613949793
chr1	178605404	178605404	181547817	2942413	2930492	0.415200099238
chr1	181547817	181547817	184481167	2933350	2930492	0.413247029337
chr1	184481167	184481167	187426727	2945560	2930492	0.374087525572
chr1	187426727	187426727	190366249	2939522	2930491	0.34361821846
chr1	190366249	190366249	193302683	2936434	2930492	0.350967976145
chr1	193302683	193302683	196245476	2942793	2930492	0.348870036819
chr1	196245476	196245476	199197302	2951826	2930492	0.357559790069
chr1	199197302	199197302	202130831	2933529	2930491	0.435575420884
chr1	202130831	202130831	205063635	2932804	2930492	0.464736501494
chr1	205063635	205063635	208024541	2960906	2930492	0.438958806543
chr1	208024541	208024541	210960783	2936242	2930492	0.421090004782
