bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	821555	821555	587497	0.429420291827
chr1	821555	821555	1413687	592132	587497	0.604805668987
chr1	1413687	1413687	2022553	608866	587497	0.546662002273
chr1	2022553	2022553	2629313	606760	587497	0.59244646171
chr1	2629313	2629313	3220661	591348	587497	0.568218343031
chr1	3220661	3220661	3809966	589305	587497	0.570543027658
chr1	3809966	3809966	4398056	588090	587498	0.487635017302
chr1	4398056	4398056	4985616	587560	587497	0.481256446128
chr1	4985616	4985616	5573565	587949	587497	0.454587201995
chr1	5573565	5573565	6161452	587887	587497	0.503013323944
chr1	6161452	6161452	6749467	588015	587497	0.542314252819
chr1	6749467	6749467	7337797	588330	587497	0.458241265136
chr1	7337797	7337797	7925724	587927	587498	0.490707211245
chr1	7925724	7925724	8513494	587770	587497	0.460413221453
chr1	8513494	8513494	9101323	587829	587497	0.437394421186
chr1	9101323	9101323	9689130	587807	587497	0.506497858998
chr1	9689130	9689130	10276636	587506	587497	0.475636076445
chr1	10276636	10276636	10864358	587722	587497	0.479874907269
chr1	10864358	10864358	11452554	588196	587497	0.489355625147
chr1	11452554	11452554	12040217	587663	587498	0.517749057711
chr1	12040217	12040217	12627947	587730	587497	0.470632873487
chr1	12627947	12627947	13298833	670886	587497	0.460054689778
chr1	13298833	13298833	14094485	795652	587497	0.457404685505
chr1	14094485	14094485	14683122	588637	587497	0.429706492434
chr1	14683122	14683122	15271318	588196	587497	0.460977425969
chr1	15271318	15271318	15859009	587691	587498	0.49320648706
chr1	15859009	15859009	16447419	588410	587497	0.492471261633
chr1	16447419	16447419	17054610	607191	587497	0.490863695728
chr1	17054610	17054610	17656274	601664	587497	0.495698484228
chr1	17656274	17656274	18243771	587497	587497	0.510930231371
chr1	18243771	18243771	18831386	587615	587497	0.489602921631
chr1	18831386	18831386	19419016	587630	587497	0.503503893593
chr1	19419016	19419016	20007163	588147	587498	0.472465310661
chr1	20007163	20007163	20594758	587595	587497	0.461419986828
chr1	20594758	20594758	21183203	588445	587497	0.481198816546
chr1	21183203	21183203	21772440	589237	587497	0.438730294498
chr1	21772440	21772440	22364716	592276	587497	0.502213487585
chr1	22364716	22364716	22952213	587497	587497	0.488617001901
chr1	22952213	22952213	23539840	587627	587498	0.477726592799
chr1	23539840	23539840	24127460	587620	587497	0.472376800052
chr1	24127460	24127460	24715953	588493	587497	0.473677771264
chr1	24715953	24715953	25304746	588793	587497	0.458718229605
chr1	25304746	25304746	25908190	603444	587497	0.474519675331
chr1	25908190	25908190	26496041	587851	587497	0.484621155289
chr1	26496041	26496041	27084508	588467	587497	0.481903039922
chr1	27084508	27084508	27673155	588647	587498	0.491581570681
chr1	27673155	27673155	28261733	588578	587497	0.486249957525
chr1	28261733	28261733	28849380	587647	587497	0.445168799743
chr1	28849380	28849380	29437275	587895	587497	0.453586257457
chr1	29437275	29437275	30025153	587878	587497	0.4897937424
chr1	30025153	30025153	30613113	587960	587497	0.479287493184
chr1	30613113	30613113	31203979	590866	587498	0.47718779829
chr1	31203979	31203979	31792106	588127	587497	0.470750464609
chr1	31792106	31792106	32379917	587811	587497	0.484795334571
chr1	32379917	32379917	32967553	587636	587497	0.471919787352
chr1	32967553	32967553	33556375	588822	587497	0.469559664688
chr1	33556375	33556375	34144251	587876	587497	0.460612576079
chr1	34144251	34144251	34734671	590420	587497	0.451871712097
