bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	1217505	1217505	980722	0.49622839376
chr1	1217505	1217505	2221882	1004377	980722	0.562177225928
chr1	2221882	2221882	3225343	1003461	980723	0.582339325176
chr1	3225343	3225343	4208251	982908	980722	0.550973094332
chr1	4208251	4208251	5189250	980999	980722	0.46762031843
chr1	5189250	5189250	6170815	981565	980723	0.490128539366
chr1	6170815	6170815	7152222	981407	980722	0.508096012977
chr1	7152222	7152222	8134087	981865	980722	0.473941990107
chr1	8134087	8134087	9115367	981280	980723	0.44951807941
chr1	9115367	9115367	10096408	981041	980722	0.50057540801
chr1	10096408	10096408	11077355	980947	980722	0.481015832627
chr1	11077355	11077355	12058942	981587	980723	0.500890902404
chr1	12058942	12058942	13085785	1026843	980722	0.465493427439
chr1	13085785	13085785	14312457	1226672	980722	0.455307934884
chr1	14312457	14312457	15294725	982268	980723	0.446954503344
chr1	15294725	15294725	16275640	980915	980722	0.484650587155
chr1	16275640	16275640	17291118	1015478	980722	0.497619836765
chr1	17291118	17291118	18271859	980741	980723	0.506691355432
chr1	18271859	18271859	19252832	980973	980722	0.49654272535
chr1	19252832	19252832	20234203	981371	980722	0.474875506051
chr1	20234203	20234203	21215972	981769	980723	0.470473257002
chr1	21215972	21215972	22199814	983842	980722	0.465228227239
chr1	22199814	22199814	23183970	984156	980722	0.499725653808
chr1	23183970	23183970	24164991	981021	980723	0.465544640646
chr1	24164991	24164991	25147018	982027	980722	0.461475170285
chr1	25147018	25147018	26144712	997694	980722	0.482334298223
chr1	26144712	26144712	27126690	981978	980723	0.480241960121
chr1	27126690	27126690	28108737	982047	980722	0.494245195505
chr1	28108737	28108737	29090696	981959	980722	0.45331128222
chr1	29090696	29090696	30071966	981270	980723	0.46972350807
chr1	30071966	30071966	31056494	984528	980722	0.474676241455
chr1	31056494	31056494	32038007	981513	980722	0.471115571336
chr1	32038007	32038007	33019047	981040	980723	0.482896756714
chr1	33019047	33019047	34001467	982420	980722	0.467884473271
chr1	34001467	34001467	34985134	983667	980722	0.445730220227
chr1	34985134	34985134	35969787	984653	980723	0.434647668473
chr1	35969787	35969787	36950616	980829	980722	0.457306100643
chr1	36950616	36950616	37932046	981430	980723	0.480700649663
chr1	37932046	37932046	38912995	980949	980722	0.469378185047
chr1	38912995	38912995	39894742	981747	980722	0.440989499353
chr1	39894742	39894742	40885066	990324	980723	0.455207679087
chr1	40885066	40885066	41866953	981887	980722	0.449545722582
chr1	41866953	41866953	42851411	984458	980722	0.451680108892
chr1	42851411	42851411	43834058	982647	980723	0.445272930619
chr1	43834058	43834058	44815147	981089	980722	0.474929440796
chr1	44815147	44815147	45797211	982064	980722	0.452298521688
chr1	45797211	45797211	46780611	983400	980723	0.436580360829
