bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	0	0	5208865	5208865	4923226	0.530257274534
chr1	5208865	5208865	10135637	4926772	4923226	0.484336200524
chr1	10135637	10135637	15353568	5217931	4923226	0.470362398223
chr1	15353568	15353568	20312661	4959093	4923226	0.491364294233
chr1	20312661	20312661	25245996	4933335	4923226	0.472654310865
chr1	25245996	25245996	30189882	4943886	4923226	0.476120426677
chr1	30189882	30189882	35125618	4935736	4923227	0.46767291943
chr1	35125618	35125618	40054943	4929325	4923226	0.457354928979
chr1	40054943	40054943	44991677	4936734	4923226	0.454396589163
chr1	44991677	44991677	49937299	4945622	4923226	0.437654783299
chr1	49937299	49937299	54867930	4930631	4923226	0.425651229771
chr1	54867930	54867930	59804256	4936326	4923226	0.419289804081
chr1	59804256	59804256	64737565	4933309	4923227	0.399124441982
chr1	64737565	64737565	69680416	4942851	4923226	0.392754953465
chr1	69680416	69680416	74618565	4938149	4923226	0.359138268554
chr1	74618565	74618565	79557578	4939013	4923226	0.378043597762
chr1	79557578	79557578	84498550	4940972	4923226	0.363114640959
chr1	84498550	84498550	89446211	4947661	4923226	0.385417317226
chr1	89446211	89446211	94386153	4939942	4923227	0.397932446198
chr1	94386153	94386153	99318834	4932681	4923226	0.378509221047
chr1	99318834	99318834	104423387	5104553	4923226	0.366049038936
chr1	104423387	104423387	109438345	5014958	4923226	0.364571801171
chr1	109438345	109438345	114383064	4944719	4923226	0.432183130251
chr1	114383064	114383064	119316551	4933487	4923226	0.408523663476
chr1	119316551	119316551	124371560	5055009	4923227	0.410492441403
chr1	124371560	124371560	129294786	4923226	4923226	0.0
chr1	129294786	129294786	134218012	4923226	4923226	0.0
chr1	134218012	134218012	139141238	4923226	4923226	0.0
chr1	139141238	139141238	144271032	5129794	4923226	0.409483889633
chr1	144271032	144271032	150334738	6063706	4923226	0.419899856642
chr1	150334738	150334738	155272825	4938087	4923226	0.452256530816
chr1	155272825	155272825	160215112	4942287	4923227	0.43624786005
chr1	160215112	160215112	165195902	4980790	4923226	0.410900716191
chr1	165195902	165195902	170131874	4935972	4923226	0.404165621618
chr1	170131874	170131874	175078435	4946561	4923226	0.388674722226
chr1	175078435	175078435	180016300	4937865	4923226	0.406162822935
chr1	180016300	180016300	184953775	4937475	4923226	0.41522968107
chr1	184953775	184953775	189897153	4943378	4923227	0.357491837569
chr1	189897153	189897153	194831803	4934650	4923226	0.350391071143
chr1	194831803	194831803	199784418	4952615	4923226	0.35417416691
chr1	199784418	199784418	204711963	4927545	4923226	0.458650927125
chr1	204711963	204711963	209667157	4955194	4923226	0.435821177025
chr1	209667157	209667157	214599764	4932607	4923226	0.418477929226
chr1	214599764	214599764	219533272	4933508	4923227	0.375648574747
chr1	219533272	219533272	224480933	4947661	4923226	0.408307390688
chr1	224480933	224480933	229449061	4968128	4923226	0.446395927643
chr1	229449061	229449061	234376797	4927736	4923226	0.423707185731
chr1	234376797	234376797	239312336	4935539	4923226	0.407538080225
chr1	239312336	239312336	244255203	4942867	4923226	0.397014365544
chr1	244255203	244255203	249250621	4995418	4923227	0.416403004579
chr2	0	249250621	4955408	4955408	4918173	0.441117087231
chr2	4955408	254206029	9877561	4922153	4918174	0.418220691786
chr2	9877561	259128182	14807574	4930013	4918174	0.417822258147
chr2	14807574	264058195	19758016	4950442	4918173	0.403631385238
chr2	19758016	269008637	24685066	4927050	4918174	0.416575752358
chr2	24685066	273935687	29606867	4921801	4918174	0.44776741369
chr2	29606867	278857488	34533447	4926580	4918173	0.412255391089
chr2	34533447	283784068	39464758	4931311	4918174	0.390163633904
chr2	39464758	288715379	44394172	4929414	4918174	0.403319581873
chr2	44394172	293644793	49321129	4926957	4918173	0.42433659383
chr2	49321129	298571750	54246647	4925518	4918174	0.365335842713
chr2	54246647	303497268	59176932	4930285	4918174	0.379711160831
chr2	59176932	308427553	64105756	4928824	4918174	0.401221710809
chr2	64105756	313356377	69034495	4928739	4918173	0.404361884708
chr2	69034495	318285116	73968309	4933814	4918174	0.431151060356
chr2	73968309	323218930	78920755	4952446	4918174	0.386011927839
chr2	78920755	328171376	83848699	4927944	4918173	0.367376590571
chr2	83848699	333099320	89063693	5214994	4918174	0.424337211491
chr2	89063693	338314314	94274581	5210888	4918174	0.410763631101
chr2	94274581	343525202	99417309	5142728	4918173	0.440784475721
chr2	99417309	348667930	104349167	4931858	4918174	0.412441147964
chr2	104349167	353599788	109334286	4985119	4918174	0.404186377823
chr2	109334286	358584907	114743690	5409404	4918173	0.435724908997
chr2	114743690	363994311	119684518	4940828	4918174	0.383589801713
chr2	119684518	368935139	124613999	4929481	4918174	0.424950243261
chr2	124613999	373864620	129548607	4934608	4918174	0.415635278168
chr2	129548607	378799228	134643331	5094724	4918173	0.422855517647
chr2	134643331	383893952	139576707	4933376	4918174	0.397329578232
chr2	139576707	388827328	144504737	4928030	4918174	0.356702026286
chr2	144504737	393755358	149437549	4932812	4918173	0.368670701956
chr2	149437549	398688170	154384961	4947412	4918174	0.389767203709
chr2	154384961	403635582	159323776	4938815	4918174	0.365115775701
chr2	159323776	408574397	164256362	4932586	4918173	0.37909896387
chr2	164256362	413506983	169193652	4937290	4918174	0.367059513596
chr2	169193652	418444273	174123175	4929523	4918174	0.401497710226
chr2	174123175	423373796	179064917	4941742	4918173	0.398309179917
chr2	179064917	428315538	184002316	4937399	4918174	0.371261519978
chr2	184002316	433252937	188934590	4932274	4918174	0.354892345846
chr2	188934590	438185211	193864741	4930151	4918174	0.370758270585
chr2	193864741	443115362	198809314	4944573	4918173	0.367744649439
chr2	198809314	448059935	203733774	4924460	4918174	0.396815530306
chr2	203733774	452984395	208662574	4928800	4918174	0.400776294118
chr2	208662574	457913195	213594591	4932017	4918173	0.367630578877
chr2	213594591	462845212	218522982	4928391	4918174	0.393136464564
chr2	218522982	467773603	223449122	4926140	4918174	0.432567311296
chr2	223449122	472699743	228374713	4925591	4918173	0.394071942201
chr2	228374713	477625334	233316915	4942202	4918174	0.420939726486
chr2	233316915	482567536	238246863	4929948	4918174	0.452622055554
chr2	238246863	487497484	243199373	4952510	4918173	0.497766723425
chr3	0	492449994	5014338	5014338	4932526	0.383128529734
chr3	5014338	497464332	9956283	4941945	4932526	0.407192752168
chr3	9956283	502406277	14894925	4938642	4932526	0.470025577871
chr3	14894925	507344919	19842961	4948036	4932526	0.394241717626
chr3	19842961	512292955	24793853	4950892	4932526	0.380046916779
chr3	24793853	517243847	29746363	4952510	4932526	0.381086810087
chr3	29746363	522196357	34685203	4938840	4932526	0.399773469165
chr3	34685203	527135197	39629053	4943850	4932526	0.40722173722
chr3	39629053	532079047	44579597	4950544	4932526	0.419108922531
chr3	44579597	537029591	49522312	4942715	4932526	0.458630749039
chr3	49522312	541972306	54466364	4944052	4932526	0.467875553139
chr3	54466364	546916358	59412069	4945705	4932526	0.417179181864
chr3	59412069	551862063	64359664	4947595	4932526	0.398030799629
chr3	64359664	556809658	69300342	4940678	4932526	0.397898229174
chr3	69300342	561750336	74237136	4936794	4932526	0.407752315469
chr3	74237136	566687130	79186726	4949590	4932526	0.370891984632
chr3	79186726	571636720	84133483	4946757	4932526	0.34967379652
chr3	84133483	576583477	89075395	4941912	4932526	0.352399090717
chr3	89075395	581525389	94026764	4951369	4932526	0.363353765122
chr3	94026764	586476758	98967825	4941061	4932526	0.358660879248
chr3	98967825	591417819	103917813	4949988	4932526	0.373340956244
